2149775	Center for Complex Systems and Brain Sciences
2184545	Cajal Institute
2197358	Leo Pharma
2269089	Innlandet Hospital Trust
2276074	Lawrence Technological University
2293663	Governors State University
2302801	Samsung Economic Research Institute
2303707	Ouachita Baptist University
2321252	Hiroshima Kokusai Gakuin University
2355400	Center of Molecular Immunology
2360219	Nuclear Energy Board
2388115	Japan Atomic Energy Research Institute
2394712	Tohoku University of Art and Design
2405095	University of Guayaquil
2419132	Lessius Mechelen
2426469	Kuban State Agrarian University
2450724	Institute of Technologists
2467956	Robertson Centre for Biostatistics
2474785	Canadian Imperial Bank of Commerce
2480620	Marlboro College
2534966	Patna University
2539912	North East University
2540865	Institut Français
2588544	Amersham plc
2592186	Cheung Kong Graduate School of Business
2610724	Chemnitz University of Technology
2613432	University of South Florida
2653708	Chittagong Medical College Hospital
2656126	University of Havana
2657118	Vasavi College of Engineering
2699952	Pontifical Catholic University of Rio de Janeiro
2722730	Inner Mongolia University
2739017	Alfa Laval
2781204	Katwa College
2801145	Manav Rachna College of Engineering
2803198	Ho Polytechnic
2818286	LG Electronics
2824186	Lean Construction Institute
2830045	Indian Institute of Advanced Study
2831913	Bank of Latvia
2841861	Kenya Medical Research Institute
2898894	Liaoning University of Technology
2924134	Bhairab Ganguly College
2971882	Taisho University
2987914	Norwegian College of Fishery Science
3003364	Bursa Orhangazi University
3056136	Motilal Nehru Medical College
3089115	Egyptian Atomic Energy Authority
3097109	Gelsenwasser
3104849	Southern College of Optometry
3150213	Intuitive Surgical
3276886	Ivanovo State University of Chemistry and Technology
3283852	Thomas College
3289505	Dublin Business School
3292067	Nicholas Institute of Sports Medicine and Athletic Trauma
3301702	Stephens College
3346251	National Urban Forestry Unit
3367850	Austin Energy
3369870	Sardar Patel Institute of Technology
3380108	Brewing Industry Research Foundation
3410338	Bukovinian State Medical University
3412056	Sanyo
3462296	Gyeongin National University of Education
3516337	Batangas State University
3577499	Rinnai Corporation
3581599	Texas A&M Forest Service
3720454	Saroj Mohan Institute of Technology
3750198	Management Systems International
3780104	Maharaja Surajmal Institute of Technology
3798612	Andong Science College
3801086	Fiji Institute of Technology
3813760	Reserve Bank of Australia
3851390	Tatar State University of Humanities and Education
3908793	Alpha MOS
3923682	Soochow University (Suzhou)
3970613	University of North Carolina at Pembroke
3970730	University of Calabar
3981466	University of Kentucky College of Arts and Sciences
3992173	Jhpiego
4004674	Nuclear Institute
4010417	Bayer HealthCare Pharmaceuticals
4019319	Geomagic
4028839	Biju Patnaik University of Technology
4031970	Sri Krishnadevaraya University
4033806	Mental Health Foundation
4038911	Royal Economic Society
4047665	Dawson College
4056153	New College of Florida
4058158	Merrimack College
4061448	Universidad de Sonora
4064826	University of San Andrés
4068193	University of Belgrade
4076070	Bharathidasan University
4092182	Graz University of Technology
4099518	Illinois Environmental Protection Agency
4101805	Yıldız Technical University
4104125	Universidade Federal de Santa Catarina
4123668	Great Basin College
4124607	Colby–Sawyer College
4130052	National Institute of Building Sciences
4141589	National University of Rosario
4160608	University of Western States
4164984	International Islamic University Malaysia
4179309	Park University
4242118	De La Salle–College of Saint Benilde
4254228	Suzugamine Women's College
4264650	Islamic University of Science and Technology
4287427	University of Lomé
4302045	Zaporizhzhya National University
4309215	Desitin Arzneimittel GmbH
4322298	Towson University
4322889	Mahanakorn University of Technology
4339842	Royal College of Physicians
4351183	Medaille College
4362390	Usiminas
4397662	Woman's Medical College of Pennsylvania
4405392	Boğaziçi University
4407910	Solido Design Automation
4429535	State University of Makassar
4430876	UNAVCO
4432739	University of Bergen
4472751	Anhui Normal University
4498119	Connecticut College
4506073	Divine Word College
4510145	Jiangxi University of Science and Technology
4517696	National Guard Health Affairs
4521707	Lowell State College
4528725	Osaka International University
4528857	University of Kuala Lumpur
4530042	Webb Institute
4531280	Parke-Davis
4537092	Addis Ababa University
4575257	Hanyang University
4576418	Universiti Teknologi Malaysia
4577782	Technical University of Berlin
4584351	A.T. Still University
4588055	Tottori University
4602263	Annie E. Casey Foundation
4610292	Xiangtan University
4626487	King Faisal University
4647051	University of Picardie Jules Verne
4654613	University of Warsaw
4655291	American Superconductor
4657992	University of Wisconsin–La Crosse
4665924	University of Rostock
4693391	Greensboro College
4693666	CGG
4707928	Siberian State Automobile and Highway Academy
4712392	Toronto and Region Conservation Authority
4724304	Jodhpur National University
4750791	Henan Agricultural University
4777552	University of Missouri System
4780363	Pittsburg State University
4784299	University of Western Greece
4792177	Daelim University College
4800084	Southwest Jiaotong University
4819740	Sri Sathya Sai University
4829542	RheinMain University of Applied Sciences
4840577	Toyota Technological Institute
4843557	Budker Institute of Nuclear Physics
4853710	Siberian Federal University
4855368	National Bank of New Zealand
4856224	Netaji Nagar College for Women
4863038	Lycée Saint-Louis
4864440	State University of New York at Brockport
4871159	University of Mazandaran
4880106	Feng Chia University
4880411	G M Institute of Technology
4895557	Don Bosco Institute of Technology, Mumbai
4896460	Koya University
4899593	National Institute of Public Finance and Policy
4901143	University of Virginia's College at Wise
4909574	International Centre for Trade and Sustainable Development
4921948	Pusan National University
4922082	Research Institute of Petroleum Industry
4923324	Fraunhofer Society
4981802	Volvo Cars
5001481	Collin College
5022470	International Policy Network
5023651	McGill University
5053375	Eastfield College
5075986	Academy of Fine Arts Vienna
5085271	Hanken School of Economics
5100685	University of Education
5101941	Telespazio
5124864	École Polytechnique Fédérale de Lausanne
5188418	Laurea University of Applied Sciences
5209920	Ostwestfalen-Lippe University of Applied Sciences
5237613	Frankfurt University of Applied Sciences
5268612	Nepal Academy of Science and Technology
5287876	Tower Semiconductor Ltd.
5316388	Manipur Institute of Technology
5324124	Seoul Theological University
5329801	Raytheon Intelligence and Information Systems
5332623	ManTech International
5336590	Virbac
5337786	Chatham University
5343935	Guilin University of Electronic Technology
5359765	University of Copenhagen Faculty of Life Sciences
5388228	University of Rochester
5400463	Ghulam Ishaq Khan Institute of Engineering Sciences and Technology
5422934	Shanxi Datong University
5429594	Fitchburg State University
5444425	Macalester College
5447759	Pemex
5459901	Universidad SEK
5467016	Decagon Devices
5467274	Akita Prefectural University
5474350	Vietnam Atomic Energy Commission
5476602	Ministry of Health and Family Welfare
5490798	John Deere
5518804	BRAC University
5561750	University of Bari
5593406	Ramon Llull University
5626980	Enamine Ltd
5681781	University of Adelaide
5691862	Caliper Life Sciences
5699542	Sasin Graduate Institute of Business Administration of Chulalongkorn University
5716644	Carilion Clinic
5717438	Kalinga Institute of Medical Sciences
5728261	University of Sunderland
5740404	Tianjin Medical University
5754244	Magee College
5779574	Chulachomklao Royal Military Academy
5791819	University of the Philippines Manila
5795714	Winona State University
5816614	National Institute of Design
5847235	University of Petroleum and Energy Studies
5857645	University of the Highlands and Islands
5873027	Columbia International University
5884929	Pacific Union College
5889141	College of Horticulture
5922359	International Union Against Tuberculosis and Lung Disease
5936373	University of Montenegro
5950314	University of West Georgia
5967587	Westminster College (Missouri)
5971364	Chienkuo Technology University
5979889	Bank of America Merrill Lynch
5994924	Information Retrieval Facility
5996616	De La Salle University
6002401	National Evolutionary Synthesis Center
6013171	Ravenshaw University
6026837	Tuskegee University
6030618	Seikei University
6033180	University of Duhok
6048146	Versar
6059380	University of Baltimore
6066122	University of Montevallo
6090238	Iwate Prefectural University
6100803	Heritage University
6111482	Swiss Seismological Service
6121104	Tokuyama University
6141010	European Institute of Oncology
6178835	Ibaraki University
6189170	Veracode
6240851	Yerevan State Medical University
6264654	Capsugel
6289922	University of Vigo
6292670	Fatima Jinnah Women University
6312358	Geneva College
6332465	Morehouse School of Medicine
6358929	Informatics Institute of Technology
6363994	Tokushima College of Technology
6376790	Harford Community College
6406202	University of Benin
6446798	Obihiro University of Agriculture and Veterinary Medicine
6465868	Canadian Institute of Technology
6469544	City University of Macau
6498739	Indian Statistical Institute
6507939	China Unicom
6527978	Surendranath College
6569274	UAM Azcapotzalco
6573832	Turgut Özal University
6585545	ETSI
6593398	Dali University
6615443	Hydro One
6645349	Southwest University for Nationalities
6665906	Carrier Corporation
6670963	National Academy of Public Administration
6750280	Jogesh Chandra Chaudhuri College
6750721	University of Montana
6762706	Meteor
6805998	Asia Pacific Institute of Management
6811974	Swedish Institute for Food and Biotechnology
6820528	Alexander Fleming Biomedical Sciences Research Center
6896229	Chemeketa Community College
6902469	Brandeis University
6932186	National Institute of Economic and Social Research
6939936	College of the Redwoods
6980041	Thermo Fisher Scientific
6984983	National Normal University
7052146	Children's Cancer Study Group
7079364	Germanna Community College
7118282	Takasago International Corporation
7133646	Niigata College of Technology
7171862	Lille University of Science and Technology
7254014	Mugberia Gangadhar Mahavidyalaya
7287704	Jewish Hospital
7299805	Bangladesh Rice Research Institute
7321730	Collège de Maisonneuve
7350606	Dalian Jiaotong University
7377986	Takushoku University
7432190	Claremont School of Theology
7435137	Marien Ngouabi University
7446070	Woosuk University
7449891	College of Coastal Georgia
7452641	Belarusian State University of Informatics and Radioelectronics
7454413	École centrale de Lille
7478328	Waterford Institute of Technology
7495430	Idiap Research Institute
7576732	Boeing Phantom Works
7589121	University of Professional Studies
7597260	Hungarian Academy of Sciences
7618884	Borregaard
7621232	TriQuint Semiconductor
7715029	Royal Academy of Music
7725651	Vector Informatik
7726996	Henan University of Finance and Economics
7746217	Washington Cancer Institute
7761542	Hebei Polytechnic University
7780909	Royal College of General Practitioners
7848551	Tbilisi State Medical University
7863295	Villanova University
7868373	International Institute for Strategic Studies
7870586	Stonyhurst College
7875826	College of Military Engineering, Pune
7876267	Open University in the Netherlands
7877124	Charité
7882870	University of Glasgow
7883018	Fundação para a Ciência e Tecnologia
7885462	Ufa State Aviation Technical University
7888777	Petersburg State Transport University
7899908	Northern Ontario School of Medicine
7900407	NSS College of Engineering
7901131	Ufa State Petroleum Technological University
7911195	Siemens VAI
7923278	Royal Dutch Shell
7930036	Norwegian Competition Authority
7935750	Deutsche Sammlung von Mikroorganismen und Zellkulturen
7947594	University of Maine
7956340	Augustana College (Illinois)
7969619	Oak Ridge Institute for Science and Education
8030538	State University of New York Maritime College
8031829	Cooper Union
8033065	University of Abuja
8078737	Clemson University
8086503	Sir Salimullah Medical College
8087733	University of Tübingen
8165072	Universidade Federal de Itajubá
8189217	Aleksandras Stulginskis University
8199991	Buzzi Unicem
8204097	Ludwig Maximilian University of Munich
8248082	Florida A&M University
8264552	Lublin University of Technology
8379220	Universidad Nacional de Asunción
8391235	AXA
8408910	Cardiff Metropolitan University
8409843	Fusion-io
8459677	U.S. National Geodetic Survey
8484343	Inseec Business School
8488066	Chiba Institute of Technology
8541234	University College of Bahrain
8546481	International Space Science Institute
8551375	Bertelsmann
8588240	Saitama Medical University
8589632	AMERICAN CRYSTAL SUGAR CO /MN/
8606887	Grand Valley State University
8616870	Southwestern University
8625322	Maastricht Graduate School of Governance
8636806	University of Sousse
8645926	University of South Carolina Aiken
8659980	Volkswagen Group of America
8663602	Nebraska Public Power District
8664441	Core Security Technologies
8666313	Beykent University
8679417	Open University of Hong Kong
8681809	Soolbridge International School of Business
8691672	KPMG
8692664	University of Oklahoma
8696757	SIM University
8717472	Nagoya University of Foreign Studies
8721504	Joetsu University of Education
8764889	University of Gondar
8765205	University of Kharkiv
8775707	Vietnamese-German University
8778637	National Institute of Technology, Srinagar
8789556	Digic Pictures
8821215	London Guildhall University
8826637	Columbia State Community College
8833935	University of León
8873088	Showa Pharmaceutical University
8882099	PSNA College of Engineering and Technology
8901234	Foundation for Research & Technology – Hellas
8961855	National Autonomous University of Mexico
8975392	Osmania University
8977528	Dr. Hari Singh Gour University
8983177	Southern Vermont College
8991828	Pukyong National University
9002159	Las Positas College
9008868	Pilot University of Colombia
9047015	GEMA
9057330	Kennedy–King College
9061621	Tripura Institute of Technology
9073902	Institute of Chemical Technology in Prague
9086337	Taiyuan University of Technology
9106422	Banca Nazionale del Lavoro
9115533	MAMI Moscow State Technical University
9130074	Shanghai Volkswagen
9146737	University of South Carolina Lancaster
9158944	Human Kinetics
9217761	Westinghouse Electric
9223067	Jaipur National University
9224006	St. Edward's University
9224756	Northeastern University (China)
9235823	Saptagiri Engineering College
9250283	Beppu University
9254433	Fisk University
9256017	Islamic Azad University of Najafabad
9267121	Fields Institute
9272278	Chung Cheong University
9300472	Bournemouth University
9323808	Daegu University
9340077	National Atomic Energy Commission
9340882	Chiang Mai Rajabhat University
9341345	University of Lübeck
9353105	Sudan University of Science and Technology
9356336	Zhangzhou Normal University
9360294	University of Bologna
9364636	Salisbury University
9370127	American Iron and Steel Institute
9373783	ESR Technology
9374425	Ottawa University
9400273	Timken Company
9410560	Solar Turbines
9420207	St. Joseph's College
9421779	BioMérieux
9467721	International University Audentes
9469543	A.V.V.M Sri Pushpam College
9502037	Westmont College
9508535	Arkansas Tech University
9523339	National Institute of Technology, Meghalaya
9553001	Mathys Medical
9564693	Eastern Liaoning University
9568059	University for Foreigners Perugia
9570713	Tafresh University
9579091	Indian Institute of Technology Mandi
9617848	Polytechnic University of Catalonia
9618033	Abu Dhabi Company for Onshore Oil Operations
9623796	Cancer Council New South Wales
9636943	Defence Research Agency
9649716	Konstanz University of Applied Sciences
9679517	Materialise NV
9694494	Parul Institute of Engineering and Technology
9729102	Salem International University
9732596	Grünenthal GmbH
9736820	École de technologie supérieure
9747756	Indian Institute of Information Technology and Management, Gwalior
9769675	École nationale supérieure des mines de Nancy
9785854	Kristal University
9796191	University College of Applied Sciences
9842412	Nanjing University of Aeronautics and Astronautics
9868844	Benito Juárez Autonomous University of Oaxaca
9869523	HAMK University of Applied Sciences
9903089	Georgia Institute of Technology College of Computing
9916479	Fourth Military Medical University
9927081	Aalto University
10008193	Dharamsinh Desai University
10011244	Huanggang Normal University
10017102	Agricultural University of Tirana
10024668	National Institute for Medical Research
10052268	New Mexico State University
10058456	Dongfeng Motor
10071219	St. Andrew's College, Aurora
10091056	Kanazawa University
10108243	South Shields
10108838	National University of Salta
10180231	National Authority for Remote Sensing and Space Sciences
10193689	America's Promise - The Alliance for Youth
10213569	Cape Breton University
10232997	L.N.Gumilyov Eurasian National University
10245363	Rajamangala University of Technology Thanyaburi
10248445	H. Sophie Newcomb Memorial College
10266757	Harold Washington College
10285697	Ontoprise GmbH
10342815	International Space University
10356626	Collegium Civitas
10363089	Moscow State Textile University
10420973	F.C. Donders Centre for Cognitive Neuroimaging
10421873	LaGuardia Community College
10452050	Messiah College
10457146	University of Santiago, Chile
10488764	Scottish Power
10496686	Shangrao Normal University
10520737	Toyama National College of Technology
10535382	Chongqing University of Posts and Telecommunications
10541126	Sri Manakula Vinayagar Engineering College
10572248	Mihajlo Pupin Institute
10595761	American College of Radiology
10605539	Kellogg College
10627620	Kogi State University
10640828	Central Institute of Plastics Engineering and Technology
10654025	SK Hynix
10656860	Stockholm International Peace Research Institute
10660446	Kunming University of Science and Technology
10703595	Global Academy of Technology
10729307	Texas A&M AgriLife Extension Service
10734018	Akamai Technologies
10764225	Institute of Ismaili Studies
10767319	Assam Don Bosco University
10771698	Vietsovpetro
10805791	Kyoritsu Women's University
10822131	Pravara Rural Engineering College
10824318	Universidade Federal de Ouro Preto
10853899	Bergen Community College
10866779	Raytheon Integrated Defense Systems
10874241	Jawaharlal Nehru Technological University, Hyderabad
10889393	Jade University of Applied Sciences
10899854	Jiangxi University of Traditional Chinese Medicine
10902133	James I University
10904573	Commissariat
10926426	Veer Narmad South Gujarat University
10947320	South African Medical Research Council
10952455	White Hall of Bristol College
10986801	Oakwood University
11000651	Jatiya Kabi Kazi Nazrul Islam University
11006740	Southern California Coastal Water Research Project
11017379	Press Complaints Commission
11019714	University of A Coruña
11023767	Kyushu University of Health and Welfare
11039511	University of Bergamo
11074976	German Institute for International and Security Affairs
11123151	Northwest Missouri State University
11187303	Cardno
11193315	Instituto Superior de Contabilidade e Administracao do Porto
11244750	New College Durham
11259723	Watson School of Biological Sciences
11265461	Korea Development Institute
11265933	Ramakrishna Mission Vidyamandira
11304807	Veolia Water
11313597	Bucks County Community College
11317238	Seijoh University
11317958	Seattle Pacific University
11331106	Okinawa Prefectural College of Nursing
11354377	Phillips Laboratory
11368126	Army and Navy Academy
11381156	Osaka Gakuin University
11383257	Universidad del Salvador
11385950	National Council for Scientific and Technological Development
11406153	Shanghai International Studies University
11414854	National Defence Academy
11549877	Altai State Technical University
11559806	École normale supérieure de Cachan
11587721	Australian College of Applied Psychology
11617743	ANAS
11636772	Touro College South
11659241	Cephalon
11662577	Monash University Malaysia Campus
11701301	Griffith University
11725980	Swedbank
11750234	University of Science and Culture
11786554	Virginia State University
11793825	National Institute of Technology, Patna
11809675	Peru State College
11821261	General Dynamics Land Systems
11838497	Aviation Industry Corporation of China
11849452	Tianjin Agricultural University
11855966	Diponegoro University
11865174	National Institute of Aeronautics and Space
11874761	University of North Florida
11880225	National Institute of Technology, Karnataka
11883440	James Madison University
11886867	GNS Science
11888351	Wycliffe College, Toronto
11892038	University of Nigeria, Nsukka
11893660	Mokpo National University
11912373	Micron Technology
11917024	CVR College of Engineering
11920114	Universidad Santo Tomás de Aquino
11923345	Wrocław University of Technology
11932220	Catalan Institution for Research and Advanced Studies
11935315	École nationale supérieure de chimie de Montpellier
11944219	University of La Frontera
11947397	Tata Institute of Fundamental Research
11951444	Disability Rights Commission
11954620	Russian State Agricultural University
11957088	Michigan Technological University
11968726	The Oxford College of Engineering
11983389	Manchester Metropolitan University
11986463	Università Iuav di Venezia
12003341	Moscow Institute of Steel and Alloys
12012874	Ştefan cel Mare University of Suceava
12057038	University of Toledo Medical Center
12079687	Edith Cowan University
12087800	Magma Design Automation
12093191	University of Stirling
12097938	West Virginia University
12113309	DePauw University
12128893	Hogeschool-Universiteit Brussel
12132619	Wake Forest Institute for Regenerative Medicine
12138139	Austin College
12141333	AT&T Teleholdings, Inc.
12150220	University of Mosul
12153360	Shota Rustaveli State University
12161996	Rangpur Medical College
12162001	UnitedHealth Group
12162268	Centre College
12169877	Colgate Rochester Crozer Divinity School
12176630	Tanjungpura University
12187552	ESIEE Amiens
12202575	Posts and Telecommunications Institute of Technology
12202714	Windward Community College
12203830	British School at Rome
12213908	Ming Chi University of Technology
12240146	Australian Institute of Sport
12268063	Palmer College of Chiropractic
12283580	Needham Research Institute
12294850	Illawarra Health & Medical Research Institute
12311892	Eugene Applebaum College of Pharmacy and Health Sciences
12313627	St. John's College, University of Manitoba
12315562	Texas Tech University
12323705	International Centre for Theoretical Physics
12335567	Hakuoh University
12337491	UNIK
12356871	Télécom ParisTech
12367965	ARIAD Pharmaceuticals, Inc.
12379730	Poznań University of Economics
12387023	Trakya University
12393601	Huaihua University
12404167	Sikkim Government College
12404208	Yavapai College
12411659	Tianjin University of Traditional Chinese Medicine
12419238	Acharya N. G. Ranga Agricultural University
12449238	University of Orléans
12450925	Nha Trang University
12469534	Quaid-i-Azam University
12504272	Siddaganga Institute of Technology
12509574	Jinwen University of Science and Technology
12524447	Seton Hall University
12553626	University of Zululand
12559833	Mary Baldwin College
12602896	Bhavan's College, Andheri
12607205	Hogeschool Gent
12609526	United Nations Interregional Crime and Justice Research Institute
12614544	Airservices Australia
12615008	United International College
12646746	Stanley Consultants
12649496	INTI International University
12668545	Roussel Uclaf
12685407	Toros University
12700597	Cumhuriyet University
12705675	Bethune College
12708293	Swiss Institute of Bioinformatics
12737611	Government Engineering College, Rewa
12747144	Zurich Cantonal Bank
12754707	National University of Food Technologies
12758305	AMIT
12789410	Ahmadu Bello University
12814843	Sonoda Women's University
12832649	Gachon University
12833781	Lampung University
12834331	University of Wyoming
12846579	Instituto Superior de Arte
12859529	University of Nairobi
12870472	Birmingham City University
12912129	Northeastern University
12913079	Nichirei Corporation
12963820	Académie Nationale de Médecine
12970578	University of North Alabama
13005920	World Vegetable Center
13022151	Slimming World
13045471	Kikkoman
13055756	Graduate Management Admission Council
13072592	Weil, Gotshal & Manges
13079880	Smith Travel Research
13082067	International Institute of Earthquake Engineering and Seismology
13089092	Amsterdam University College
13115107	Louisiana State University at Alexandria
13134134	University of Cantabria
13137209	Royal Military College, Duntroon
13144388	Ekiti State University
13175533	Fuyang Teachers College
13223519	QGC
13224812	Polimeri Europa
13227775	Cornerstone University
13236232	TOBB University of Economics and Technology
13239573	McKnight Brain Institute
13245227	JAC Motors
13248367	Sendai University
13268429	Madurai Kamaraj University
13328022	Royal Columbian Hospital
13340583	Ryotokuji University
13377790	International Atatürk-Alatoo University
13383945	Exponent
13399601	Andover Newton Theological School
13402291	Joanneum Research
13419840	Istanbul Şehir University
13451168	University of Wisconsin–Sheboygan
13451752	Kokushikan University
13460158	Freshwater Biological Association
13469542	Vrije Universiteit Brussel
13491362	Hamamatsu University
13501504	Hunton & Williams
13511017	Texas State University
13521601	Yu Da University
13529149	Pt. B.D. Sharma PGIMS Rohtak
13531389	Kilimanjaro Christian Medical College
13541145	Italian Red Cross
13541936	Huntingdon Life Sciences
13547167	University of Wisconsin–Manitowoc
13567498	Orissa University of Agriculture and Technology
13590829	Dhurakij Pundit University
13591431	Fresno Pacific University
13591777	The University of Nottingham Ningbo China
13616114	National Centre for Emergency Primary Health Care
13621637	Yokkaichi University
13634446	General Theological Seminary
13694033	Harris Interactive Inc.
13730794	Creole Petroleum Corporation
13735046	Universidad Nacional de Cajamarca
13751521	Tanzania Wildlife Research Institute
13754080	C. Abdul Hakeem College
13779751	Admiral Makarov National University of Shipbuilding
13794748	National Center for Earth-surface Dynamics
13805885	Vaughn College of Aeronautics and Technology
13811531	Buena Vista University
13850615	Kunming Institute of Botany
13854938	Defense Equal Opportunity Management Institute
13870982	Defence Evaluation and Research Agency
13897259	Andrés Bello National University
13913294	Gustavus Adolphus College
13918349	Statnett
13928437	Hamilton Standard
13949564	Centre For Electronics Design And Technology
13955877	Bar-Ilan University
13979017	Madura College
13985625	East China Jiaotong University
14000316	Hijiyama University
14017308	Takarazuka University
14017691	Florida International University College of Law
14044430	Institut de recherche Robert-Sauvé en santé et en sécurité du travail
14061616	Royal College of Science
14077687	CANARIE
14116566	Wuhan Polytechnic University
14140830	Shih Chien University
14148387	Chemical Abstracts Service
14170510	National Union of Teachers
14181584	Cameco
14197495	MBDA
14226919	IDHEAP
14232583	Fleming College
14243506	Hong Kong Polytechnic University
14245010	University of Kragujevac
14263602	Instituto Tecnológico de Buenos Aires
14276461	Chungyu Institute of Technology
14285509	University of Maryland Medical System
14285755	L'Oréal
14303183	Virginia Wesleyan College
14308217	Ministry of Education, Science and Technology
14314212	Osaka University of Economics
14316845	NECTEC
14334203	Scheie Eye Institute
14356500	Jogamaya Devi College
14396692	Tokyo University of Information Sciences
14403649	University of Wisconsin–River Falls
14414995	University of Ciego de Ávila
14429277	Academia Nacional de Medicina
14458066	American Society of Criminology
14467051	Central Pollution Control Board
14477843	Symmetricom, Inc.
14484019	Animal Welfare Institute
14500998	International University of Monaco
14514860	Bijoy Krishna Girls' College
14588785	Massachusetts School of Professional Psychology
14610196	Crouse-Hinds Company
14637135	Motorola Solutions
14689143	BT Research
14701112	Monterrey Institute of Technology and Higher Education, Querétaro
14716724	Azim Premji University
14746517	Royal College of Surgeons of England
14748160	Jinggangshan University
14780663	MingDao University
14820876	Mahendra Engineering College
14870802	Rajshahi Medical College
14894300	Foshan University
14916453	Urgench State University
14937891	North Park Theological Seminary
14969847	Catholic Social Services
14992734	Hunan University of Traditional Chinese Medicine
14994632	Marshall University – South Charleston Campus
